Trand,Prand
0.425453493,-0.10322896
-0.358697295,-1.944573868
-1.018716071,-0.917525351
1.532363102,-0.549324355
-0.004253582,0.910818566
-0.779928947,0.859432678
-0.66236212,-1.030298323
-2.059405747,-1.184676764
-0.12626094,-0.06638161
-2.382059948,-1.073386261
-0.093846425,0.979324626
-0.236859527,-0.0089568
1.544349587,-0.268856389
-1.12887793,1.374186166
-0.52790155,0.223569321
0.035314498,-1.199064448
-0.979425528,0.761954873
0.930648232,-1.491124543
-0.942238429,0.510884948
-0.721462897,-0.730163731
-0.644527573,0.384066789
0.275444874,-0.552023645
-0.321800285,0.153765787
-0.739056591,-0.740444554
1.150487583,-0.257672585
-1.153405174,0.597423735
-1.808585987,-1.269941882
-0.25627735,-0.449998421
-0.330989343,-0.446296993
0.681236526,-0.243688974
0.945005497,-0.703690039
0.518896247,0.071176034
0.296086427,0.24912956
-0.549836374,-3.253204392
-0.469857808,0.515628621
-0.571921674,-0.124888145
0.855748455,0.568188394
-0.132050809,-1.424464677
-1.45152727,1.686538699
-0.056127817,0.023888477
0.68513641,0.115061317
-0.441250964,1.228523468
1.368138753,-0.905435792
0.206690145,1.476620868
0.56310296,-1.380380774
-2.233831429,-0.058268926
1.228912457,0.47849571
0.079045851,-2.654064939
-1.172034051,-0.071487355
-1.241197782,-0.176908573
-1.734183899,-0.369589826
1.133447415,1.12972653
0.731898252,-0.03848618
0.430948707,-0.92196137
-0.227516259,0.918493581
3.254847657,0.160786008
-0.833042226,-1.040516124
-1.193852591,0.532665891
-0.082868062,0.904812094
-1.371741373,-0.905577152
1.69182409,-2.750277525
0.69955553,-1.990595231
1.658776121,-0.344506367
-1.614719579,-0.074168819
0.433189876,0.505211706
1.100047696,-1.25690119
0.3083768,-0.5099885
-0.14413829,1.054284775
0.147356398,-0.491363766
0.25216199,0.88227893
0.804968752,-0.285293204
-1.06553001,1.123245577
0.509455325,2.142040219
-0.373002028,0.695264482
-0.612815453,0.477165833
-0.940149415,1.031545156
-0.72514537,0.969102793
-0.147400192,0.170276976
0.038869418,2.299544528
-1.270356168,0.715617315
-0.563985385,-0.313461247
-0.213846518,-0.500936515
0.463777916,1.246155087
0.323113768,-0.804026365
-0.033428026,-1.124661729
0.489329979,-0.142742867
-0.919361856,-1.054897617
-0.796009688,0.196197402
1.254681149,0.432493464
-1.724087395,2.395326503
1.724006124,-0.678240285
0.297671105,-1.148848877
-1.733008895,1.001595824
-0.095533928,-1.899131115
0.922858884,0.903045379
0.972045694,-0.057752801
-0.190413494,0.162846186
0.526263152,1.824996841
-1.917553966,-0.806459171
-0.176962879,-0.516565624
0.00223386,0.439220299
-0.541918937,-0.149138602
0.611029188,0.017543254
0.269857556,-0.592366973
-0.029376122,2.184076751
0.987191294,0.395686779
1.519766733,-1.371067788
0.298879329,0.636678505
0.228483401,1.129013105
0.353234228,-0.256499219
-0.129305076,-0.001690442
0.645416655,0.45384559
0.072057173,-0.914211533
0.839363198,0.566760056
-0.599965633,0.605875187
0.011482126,-1.809269213
-0.845551517,0.141523015
-2.569588978,-0.159065318
-0.716080218,0.229133854
-0.395690517,-0.655346415
0.109902297,0.476368183
1.931431907,2.185205548
1.239500913,0.690921344
0.080349542,-0.763633414
0.700916539,-0.691959103
-1.405450625,0.620289036
0.538762799,0.768498086
1.135173705,1.367592966
-1.201553026,0.55638274
1.869350882,-1.450782498
0.405052312,-0.092977595
-1.243772101,0.06591614
-0.165117542,0.384744786
0.861160875,0.894333953
-1.127539009,0.717166346
0.072959288,-0.535573897
0.502282771,0.597899306
0.848678551,0.097292517
1.771407122,-0.315253004
-0.672960447,-0.099991683
0.654770506,-0.917199193
-1.122984169,-0.226376244
0.317279849,0.842752751
-0.541498535,0.403129648
0.769816164,-1.213458392
1.239913338,1.02021997
-0.22637235,0.484826945
-0.028303404,0.397306287
0.58967462,0.203230972
1.093304595,0.973283777
0.035546519,0.268942782
-2.192274603,0.275044721
-0.638240982,0.358911565
-1.015741296,-0.202044241
0.59537646,-0.777553955
0.872746052,0.205211439
-0.834734077,-1.113382612
0.273252781,-0.781253047
0.151006864,-0.159952991
-0.231838566,-0.522421854
2.166999011,0.277604423
-0.542052523,0.827291931
-0.189970572,1.831029956
1.441650279,1.437703035
-0.842978076,0.405648882
1.278592187,-0.686890712
1.1735195,-0.138619433
0.356094571,-0.308153823
-0.681598876,-0.285836361
0.696527881,0.747027917
-0.180331456,0.677924273
-0.041361443,0.875966088
0.075786603,0.079242231
-0.917067319,1.177903468
-2.044787442,-0.586521889
1.968394046,-0.415461777
-0.429585216,-0.749042127
-1.379609709,-0.304108807
-1.134918129,-1.537181267
-1.016783051,-0.815046769
0.942800668,0.16402795
0.180868886,1.310449149
-1.978274287,-1.185285821
1.072587815,1.33086154
-0.292265006,-0.242897741
-1.23634645,-0.052194232
-0.026155292,1.291477776
-1.08270684,0.8599841
-0.948304766,-1.204725532
-1.254782115,0.479449833
0.957515483,-0.266453623
1.094109567,1.128009612
0.270832144,-1.534498464
-0.173317592,0.856261705
-0.692019697,1.385168707
-1.530459078,-2.039804202
1.339940689,-0.205780323
0.281090416,0.954767621
-0.855778577,-0.516864242
0.089790882,0.103190797
-1.014647049,0.450228562
0.178745309,0.611346416
0.452975935,-0.743465015
-0.749912447,-1.587293731
-0.449533297,-0.637199253
-2.129672982,0.058437506
0.193971137,-0.15788652
-0.715949863,0.500650361
-0.562604173,0.354731318
0.556087339,-0.177992891
2.535033398,-1.182212298
1.801823474,0.608937095
-0.342568095,-0.782002063
0.021675706,0.006997402
0.49152016,-0.922478219
0.194627923,1.165195278
-0.724703162,3.453069645
-1.275589369,-0.957070707
0.717619525,-1.197624593
-1.448280439,-0.512978555
-0.001819662,-1.769689081
0.366721415,-0.170397592
-0.642318947,-0.212060448
-0.391512394,-0.333530927
-1.879370961,-1.393366594
-0.108819005,-1.808747442
1.051881233,-2.087597521
1.668600627,2.574813925
-0.300926897,0.192884834
1.042398894,-0.574701608
-0.963744586,-0.065200852
1.486422856,-2.209623307
0.335342053,-1.83293147
1.093111982,-1.024473157
-1.640542759,-0.745109331
-0.70568492,0.172886641
-0.011482401,0.230143183
-0.576488053,-0.023945045
2.192779808,0.159139053
-1.769107465,0.018417377
-1.011529221,0.327678616
-0.524844001,-0.876722919
0.172850406,1.87785892
0.766665305,-0.554863148
-0.240405205,-1.571727435
-0.860359611,1.806317237
2.205633236,-0.372690098
2.173537078,-0.093949677
-1.208644161,-0.963214667
1.07767875,0.148461565
0.607175713,-1.248277925
-0.401711866,-0.141120153
-0.778997601,-0.164741206
-1.449630197,0.934488502
-1.549410774,-0.377236655
0.544549709,0.517431827
-0.758251745,0.62693245
0.751054127,0.145884375
-0.718829241,0.63101613
-0.259386158,-0.145873359
1.284543673,0.610282677
0.838711218,-0.274963394
0.061331304,-0.787958459
0.286285598,1.028140559
0.421409097,-0.029464249
0.262104989,1.705990003
0.359692344,-1.289483852
-0.510732622,-0.068372213
-0.20174691,-0.150551212
-1.323098322,-1.059636472
-1.01723865,-0.737213297
0.505753676,-0.127552085
-0.606888306,1.746809875
0.675892443,1.853225991
-0.555260281,0.883364188
0.443246832,0.958522249
-1.329513971,-0.76203907
-0.641071421,0.75848694
0.987606787,0.442004976
0.412667073,1.257986528
-0.884512865,-0.660385493
-0.353460461,1.516165725
0.111555906,-0.57348853
-1.148452843,0.530808735
0.507838991,-1.295191368
-0.934514642,-1.03291093
-0.592705259,0.708557827
-1.269654833,0.579763808
0.060904268,-1.604743805
0.90693959,0.841533391
0.309915175,1.51264049
1.510789725,1.923481343
-0.418102117,1.062977321
0.497304098,-1.004409128
0.713977506,1.140654825
-0.019099296,0.889833992
-0.907124789,-2.784464006
0.865571687,0.629591527
1.705435179,2.503898333
-1.095240083,0.529095143
0.771056856,0.205815195
-0.781180269,0.438419845
-0.332607645,-0.828657711
-1.56363763,-3.24647951
0.093895006,-0.791869986
-1.310899024,-0.32552751
-0.254194844,1.947769686
-1.071218769,0.286985429
0.955585898,-0.898193685
-0.066863017,0.101263015
1.684546855,-1.073038781
-0.66320069,0.971093689
-0.057852137,-1.31761615
0.839408071,-0.827537096
0.037531245,-0.567972887
-0.445431016,-0.129007044
-0.753108847,-0.618055002
2.458701352,0.84866094
0.75134703,0.01874787
-0.389888406,0.222329113
0.208946899,-0.408795727
-1.461628038,-0.481726047
-1.13207027,1.462337725
-1.001753272,2.167584165
0.167716103,1.868649984
0.933606919,-2.204590138
1.11528109,-0.126166464
0.842730576,-0.991428607
-0.062050611,1.042332814
-1.281190625,-2.253295503
-0.963688277,0.458376926
1.587507876,0.851035006
-1.042527473,-0.998683857
-0.091582942,-0.215713012
2.425164758,1.069109647
-1.245165675,-0.751209283
-0.474570671,-0.530685524
-0.578044033,1.431860943
1.933310611,-0.155582576
-0.280578376,1.981130418
-0.23943898,0.083597829
-0.035820947,0.194635869
-1.385146595,-1.285506047
-1.319252959,-0.651294411
1.542487151,1.382912328
-0.489065969,-1.706110058
-1.614944546,0.050277857
2.117722959,0.294293201
0.768151621,0.714957042
1.248297586,0.392044311
1.645432201,1.692096275
0.01504827,0.799428487
0.189304163,1.010064111
0.194443473,1.007575439
0.444419236,0.556765029
-1.195834113,1.602238709
0.592893883,-1.421168718
-1.052430167,-1.345701554
-2.50954611,-1.508340895
0.691855418,0.358263249
-0.777241116,0.346255295
-1.092340186,-0.479477662
-2.652220124,2.613652055
-2.036538583,1.922894405
-0.87538709,0.477541479
-0.207977385,-0.107959003
-1.371065579,1.460122955
-0.143742871,0.063676922
-0.275598837,0.04261109
-1.111436208,1.104371276
0.524311299,-0.120906592
-0.153529607,-1.327308756
0.318328546,-0.693493202
0.61670548,0.050928246
-0.085304793,0.472475338
-0.958829301,0.475498465
-0.225657085,-0.644506044
-0.389604035,-1.039760252
0.026406336,-0.155973012
0.151871093,0.406431736
0.582012139,-0.274553502
0.979974572,1.517102921
0.934037978,0.428931108
-0.042442485,-1.314612849
-0.421653448,0.298437437
-1.462413435,-0.113576323
1.70109303,0.578289365
-1.29757812,1.586821458
-0.402788706,-0.256486034
-0.183477417,0.9045936
-0.295179161,1.224970392
0.026382822,0.44610101
0.750780199,-0.409682823
1.893413395,0.078787137
0.49243672,0.609548281
1.260497864,0.07951695
0.749044747,-0.083590377
-1.015050743,0.736453465
0.539119653,-0.451896855
1.157703537,-0.11796786
-0.700273103,0.253652723
-0.526379954,0.33668526
-0.191560927,1.431143831
-0.855667475,-0.078362999
0.752538198,-0.843489648
1.253023647,0.102641
-1.806222339,0.620454671
0.753720154,0.458457087
-0.938493803,-1.279168865
0.579953364,-0.116514047
-0.227928004,0.486047029
-0.166781743,-1.599766169
0.625389202,-2.092414915
-1.194315727,1.308469255
-0.14548407,0.105136108
-1.682069376,-1.361620464
-0.377505391,-0.650963433
-0.348750392,0.124462637
0.883474502,1.13011944
-0.579711686,-1.84828699
1.061214432,0.384582118
-1.484910365,-0.651384182
1.989433984,1.206098131
-0.102358111,0.665682328
0.644357933,-0.515295134
-0.974027404,0.571146801
0.775652,2.436058382
0.491489647,-1.660846032
-0.329557904,0.075243874
0.531181192,-0.599588531
-0.941381569,1.087844607
1.253448233,-0.754638454
-1.482143328,-0.081217155
-0.454299028,-0.62047021
0.644159112,0.661894951
-0.426414187,-0.19638902
-0.356798673,-0.297648158
1.184703829,0.727183473
-0.275498811,0.322516404
-0.103579545,-0.733850387
-1.344569548,-1.603161756
0.815491118,0.059776223
-0.208005215,-1.539513248
1.374719717,-0.945771811
1.009808676,-1.433556816
1.283801355,0.209472776
0.20908718,-0.456616543
0.1044643,0.065693039
0.557356749,0.778074018
0.111309624,-0.615507597
-0.376642902,-1.270989052
-0.084982056,-0.312307397
-0.411496215,-0.837672005
1.01656362,1.573761344
-0.184537228,-0.550995893
2.317226207,2.65642278
0.382857489,0.552955571
-1.780363907,-1.07059507
1.227045187,0.472852388
0.843301111,0.066826909
0.95241139,0.163269732
-0.336463852,-0.738282787
1.310969212,0.304825025
0.76689241,0.515761157
0.710500212,0.335692145
0.729369644,-0.724077846
0.014256812,-0.217865969
-0.476505686,0.048343968
0.628938495,0.132606281
-0.513052636,-0.595464117
0.471196713,-0.937211123
0.819479732,-1.190973032
0.606453694,0.748490172
-0.172103897,0.0815989
-0.437169235,0.285284239
1.399734057,-1.025692623
-0.53720922,0.530354757
-2.650296866,-0.392756249
-0.574388913,-0.232026926
-1.341699507,0.05742231
-0.8466926,0.741531314
1.957770511,-0.61548111
0.884057296,0.459544723
-0.765476634,-0.634592635
0.008061515,-2.049817841
1.155736458,-0.686336292
-0.550905522,1.426514151
0.208238723,-1.41843473
1.870640761,-0.288328495
0.342063802,0.351916319
-0.992468961,-0.764484042
-0.784471758,0.02918525
0.405881228,1.097548045
0.502935724,0.358591716
1.137091879,0.797535886
-0.331717064,0.36082834
-1.305290354,1.834707863
-0.949522245,-1.443855032
-0.135896796,-0.128682055
-0.54949698,-1.552970093
0.782762394,-0.028314004
1.361748353,1.664461637
-0.223757427,-0.123882504
1.767890797,-0.940543594
-0.567744478,-0.219550424
1.54219422,0.144207304
-0.777523631,-0.462379464
0.619012386,-1.576401664
0.407704655,-0.907152269
0.339419119,-0.140200128
-0.345594544,1.130986279
-0.057449529,-0.35520254
1.253496564,0.591398872
-0.564926895,-0.100101667
-1.4317153,0.099087867
-2.333130669,1.02051744
-1.002175671,2.303993372
0.642874763,0.643386345
-0.296423595,-0.693694175
-0.146764498,1.103913541
-0.689803663,-0.05236044
0.055319916,0.614219289
-0.495246772,-0.171770565
-1.257359664,-0.947033095
0.827082534,-1.13190684
1.169862465,1.934089984
0.372790523,-0.985171461
-0.04415907,-1.328182508
-0.67660922,0.383651257
0.383571323,-2.063258257
1.161807142,-1.900722923
0.721478238,0.394886008
-1.397478637,0.228642696
-0.093737775,-1.355175217
1.099746916,-0.735950044
-0.638457675,-0.253931721
-1.797303171,0.973604842
-1.534424397,-0.119072826
-0.192512975,1.315514666
0.149943702,-2.494498187
-0.797502151,-0.88727354
0.293475572,0.148675915
0.146499645,0.610892059
-0.164547666,-0.179630518
-0.590614959,0.762076033
1.042965107,-1.440248813
-0.520690784,0.849604225
1.471758849,-0.444526027
0.359119433,-1.394471314
0.508148684,-0.186972899
-0.585464283,-0.109396601
-0.541131453,-0.642631019
-0.048113909,-0.053695114
1.140171575,-0.53445906
0.632893786,-0.07872621
0.871128951,-0.19411034
0.335306113,1.823276949
0.860542366,-0.799545793
-1.658226106,-1.465590478
1.868175073,-0.446568847
1.077893048,0.519174902
-0.096868998,-1.459464433
-1.148533037,-1.527870825
0.470428283,0.899122126
1.006633317,-0.301914552
-1.119110993,0.985386512
-1.537922665,-1.637292661
2.242231536,-0.536542925
-0.381242291,-0.001998068
-0.475556193,1.637583393
-2.210703722,0.137556289
-0.154882295,2.016874288
-1.429120567,-0.692637992
-0.125499916,0.20529685
2.009096048,-0.254427601
0.10682267,0.118742381
0.570012902,1.240126
-0.233637681,-0.392273733
-0.669623639,0.04256641
1.34118931,-0.519113557
-0.308012744,-1.53447951
0.229056386,0.369340608
1.314079228,-0.528869348
0.885466051,-0.992948312
1.128940363,0.369661565
0.170674496,0.976165402
1.205661713,0.964270271
-0.850579411,-1.068905294
0.407816359,1.119356503
0.403794084,-0.375115936
-0.624849443,-0.164355377
-0.097248661,1.654738087
-1.25732702,-1.078383426
0.469316317,0.400076757
-0.223693215,0.559774044
2.066653979,0.905963087
-0.394169559,1.372324962
0.698648489,0.326891776
1.004651765,-0.301655569
-1.600799095,-0.705560255
1.169980444,-1.00230947
0.830701515,-1.033203443
1.203943278,-1.123161582
-0.712678956,0.116566638
-1.098856809,-0.512927821
-1.388957628,0.079086674
-0.982091501,0.0462708
-0.109019221,-0.561491499
0.291609279,-2.654704746
1.708389222,-0.112994417
-0.899778661,1.477640857
-1.270676957,1.879584203
-0.577753585,0.108236877
-0.544222234,0.444115644
0.738191905,0.203573102
1.439924973,-0.513635134
-0.551963363,2.331615105
2.489149099,-0.279100192
0.418096583,0.402929267
2.075562028,-0.033865532
2.036276799,-0.544656818
-0.886035174,1.35148196
-2.619386171,0.016251698
0.201014871,-2.374680604
-0.974914238,-0.109253052
-1.619596375,0.544128844
2.992738657,0.522100245
0.155209855,1.444497797
0.38638801,-0.414698003
1.011137058,-0.802917002
0.121738496,-0.690897833
-0.711146546,-0.609395728
-0.517845086,1.545830385
0.473971139,-0.410355015
-0.613123587,-0.177986454
-0.572249923,-0.362487055
-0.995316455,-0.505928592
2.04759923,0.034366349
-0.498142492,-0.571334292
0.303113232,-0.160755449
-0.805611548,0.279947504
1.094024986,0.272796898
1.14200437,1.245392073
0.128670752,0.23844561
-0.645057422,1.025702288
0.202807831,-0.174994777
0.42042185,0.441499217
-0.714110265,0.286633703
0.193605721,0.436593911
0.491419612,0.785284831
1.677213366,0.889866647
0.047372762,1.056339789
1.360079254,-0.487314681
-1.024666059,1.245323838
-0.536110064,0.40262166
-0.855550024,-0.227799144
1.170041325,0.179103293
-1.833945372,0.485618246
2.588580024,-0.831729616
0.142672829,-1.042052854
0.501946808,-0.628404355
0.959838172,0.589167304
1.3334093,0.923614936
-0.944278912,0.426043482
1.416114914,0.215256608
0.235418228,1.071606809
-1.135819718,0.777868743
-0.645173531,0.310628314
1.50633455,0.091837376
0.902956666,1.307573847
0.61191775,-0.078163527
-0.990454314,-0.114564993
-0.716950493,-1.007199466
-1.096688887,-1.025984869
-0.477438069,-0.810433558
-0.337949751,-0.827335011
-1.477094398,0.381465626
-1.032921316,0.477163414
0.101008596,0.528219215
-1.175118197,-1.48705704
0.496847129,0.542855278
-1.838449165,-0.655358307
1.213549595,-0.141146944
-0.156270392,0.469522599
-0.583484411,0.315902762
0.84612435,-0.719430916
-0.06597485,0.578656523
-1.842016571,1.503592071
0.943708921,-1.608175315
-0.321665605,-1.010704567
0.886047165,0.023869062
0.358288408,-0.936658255
-0.648691763,-1.12121946
2.263742062,0.870983448
-0.589416893,-0.209367034
1.250110855,0.154701057
-0.18339473,-0.660464593
1.378847052,1.670966257
-1.165552816,-2.205628658
0.327234138,0.640764348
-1.943873176,1.555953325
-0.907005739,-1.376208921
-0.776704249,-1.465360767
-0.629142641,-1.114777963
0.673827079,0.620197597
-0.265105901,2.085679126
0.416834796,0.027245698
-0.890269379,-0.805786258
-1.501132193,0.496680742
1.433704659,-0.70937762
-1.560521422,0.794406133
-0.178898858,-0.373628502
-0.148720877,-1.101100079
-0.179679197,-1.125838485
1.263386318,-1.942767241
0.312570868,1.09427968
1.108819294,0.505667088
-0.930331527,0.796631859
-0.904469859,0.5967513
-0.800865833,-0.112385397
2.040221801,-0.100479307
0.537526547,0.4473402
-0.692898238,-0.248680814
-0.182269832,-0.868643274
1.12939923,1.129299636
-2.521419563,-2.361633437
-0.183158456,-0.220355722
1.61762283,0.372386377
0.685433905,-1.766407433
-0.360800472,-0.381453341
-0.368528132,0.044154152
-0.392560241,-0.482265913
-1.278577008,1.3432417
-0.767718617,0.665017671
-0.340182468,0.618917476
0.882808394,-0.593471191
0.65816736,-1.020918272
1.11401905,0.369582346
1.324715453,1.386340381
0.827593045,2.559503782
0.022671647,0.695460301
-0.255239214,-1.365823432
0.916319372,0.299683697
1.860127983,0.538084219
-1.859472401,-0.831592884
1.560608165,0.878670185
-1.245485325,-0.054366334
-1.292331517,1.066417682
1.686220863,0.233639871
0.490850074,1.851633114
-1.279847702,1.335699503
-1.160474092,0.55922213
-0.101078157,0.53064694
-0.983849653,0.795027078
1.084172312,-0.076688828
1.508314995,0.565621362
2.299087184,2.043654159
0.577918121,-0.724266588
0.952506956,0.736761365
-0.768712819,0.366307626
0.767135996,-0.375355206
1.012986221,0.36982242
-0.486313129,0.980712682
-0.864069689,0.064030776
-0.209015572,-0.772795906
-0.446707206,0.302481345
0.918680055,0.67896282
0.559371243,0.674854021
-0.789559756,-0.638462438
-1.541039806,-0.577114151
1.331892573,-0.76697606
0.074535974,-1.045432521
0.132265466,-0.165986916
0.241926694,1.32821308
0.848763596,-1.164088658
0.440486564,-0.430286557
-0.519524934,-0.455382431
0.216964269,-0.169172227
-0.04375705,1.308576644
0.913439362,-1.391602114
-1.417759208,0.655401385
-0.53692911,0.433966344
-1.090157254,2.247344372
-0.166736173,-0.942813132
-2.223565997,0.115872142
-0.620495041,0.257132147
-0.749638473,0.175481864
-1.406213209,-0.451771651
-0.180800727,0.282868659
-1.86407133,0.316046188
-0.09705119,0.734589109
0.252660826,0.88188593
0.596937117,0.821685482
-0.758286266,-0.474538616
1.093837477,-0.332784336
1.000450391,-0.075293132
0.870522058,-0.340493301
1.095666311,0.940559374
-0.410930551,1.645848082
-0.940833081,-1.296397513
0.594320551,1.012241133
-1.361066902,-0.80015671
-0.340114727,0.571871641
-0.128455942,0.2164479
-1.378260857,-1.434493645
-0.855076343,0.768438394
-0.415611626,-0.890606128
1.540598355,-0.973209499
-0.53702633,0.775967173
1.620246068,2.3535604
-1.257449822,0.669579163
-0.844164058,-1.223514618
-0.581143623,0.058873786
-1.522199584,-1.453087656
-1.040834004,-1.846316179
-0.586529373,-0.480770817
-0.91053074,0.101642817
-0.558061675,-0.6239346
0.161893676,1.127604354
0.316387866,0.988941574
-0.132479615,0.528622114
0.964163087,-1.121015477
1.513330233,-0.646124977
2.053351146,-0.088131498
0.112009588,-1.547579455
-1.211233394,-0.610053549
0.522964753,-0.271279128
-0.719234787,-1.595863643
0.084642868,-0.244188458
0.415076204,-1.46419813
1.058220394,-1.392993157
-0.818037646,-0.599082071
-0.966217063,0.501125046
-0.620431524,0.064694948
-0.296785608,1.691161452
-1.270440997,1.226595913
1.554174034,1.65417614
1.001781346,-1.261407381
-1.18906177,0.279699286
0.31376227,-0.059875576
-0.590471564,-0.013968824
-0.806216922,0.810512022
0.734691833,-0.127623623
0.547320215,3.052912932
2.07937274,-0.62045967
-1.835640081,-0.657671636
0.187384427,-0.792283573
-0.193979913,0.623816104
-0.809771581,1.686844426
0.071239439,0.375403273
0.563832984,0.105647273
0.346905848,1.276738443
-1.898304207,0.109494817
1.996909595,-1.367398652
1.695715012,0.449106142
0.159644391,0.340206161
-0.135601733,-1.8648115
-0.333425804,0.247028758
0.148232411,-0.459837038
-1.194243109,0.028062827
-0.365767326,-0.811731859
0.364404193,1.379252393
-0.1636622,0.402727553
